gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check
0,65,1,0,93541,504,40,1,49.5,1,1,20,0,0,0,0,1,1,1,1,1,94.55,3640.45,0.0,0,1980.0,5620.45,1,1,5676,False,True,False,False,False,True,False
1,66,0,0,93591,6787,2,0,0.0,0,1,6,0,0,0,0,0,0,0,1,1,24.45,47.5,0.0,0,0.0,47.5,3,1,5573,True,False,False,False,False,True,False
1,75,0,0,93612,33856,7,1,39.51,1,1,13,0,0,0,0,1,0,0,0,1,84.8,546.95,0.0,0,276.57,823.52,3,1,2015,False,True,False,False,False,False,False
0,74,0,0,93615,5519,31,1,39.36,1,1,4,0,1,0,0,1,1,0,1,1,99.95,3186.65,0.0,0,1220.16,4406.81,3,1,5362,False,True,False,False,False,False,False
0,80,0,0,93621,506,14,1,29.96,1,1,7,0,1,1,0,1,1,0,1,1,104.85,1531.4,0.0,0,419.44,1950.84,1,1,2292,False,True,False,False,False,False,False
1,74,0,0,93625,5635,15,1,23.53,1,1,9,0,0,0,0,0,0,0,1,1,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,1,4553,False,True,False,False,False,True,False
1,70,1,0,93665,343,59,1,10.78,1,1,15,0,0,0,0,1,1,0,1,1,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,1,5390,False,True,False,False,False,False,False
1,76,1,0,93668,1130,46,1,49.11,1,1,17,1,1,1,0,1,0,0,1,1,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,1,5712,False,True,False,False,False,False,False
0,72,0,0,93928,254,25,1,36.36,1,1,6,0,1,0,0,0,1,0,1,1,89.7,2187.55,23.33,0,909.0,3073.2200000000003,3,1,4078,False,True,False,False,False,False,False
0,66,0,0,93932,538,16,1,32.11,1,1,14,0,0,0,0,1,1,0,1,1,96.4,1581.2,47.2,0,513.76,2047.76,3,1,2688,False,True,False,False,False,False,False
1,75,0,0,93933,21759,1,1,41.2,0,1,15,0,0,0,0,0,0,0,0,1,69.5,69.5,0.0,80,41.2,190.7,2,1,3273,False,True,False,False,False,False,False
1,65,1,0,93954,521,36,1,24.54,1,1,5,0,0,0,0,0,1,1,1,1,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,1,3041,False,True,False,False,False,True,False
1,79,0,0,94015,63337,45,1,10.67,0,1,17,1,0,1,0,0,1,0,1,0,62.7,2791.5,0.0,0,480.15,3271.65,1,1,2654,True,False,False,True,False,True,False
1,73,0,0,94109,56330,25,1,46.34,1,1,22,0,1,1,0,1,1,0,1,0,105.95,2655.25,0.0,0,1158.5,3813.75,2,1,4283,False,True,False,False,False,True,False
1,79,0,0,94123,22920,39,1,41.93,1,1,23,0,0,0,0,1,1,0,0,1,95.65,3759.05,0.0,150,1635.27,5544.32,1,1,4892,False,True,False,False,False,False,False
0,70,1,0,94130,1458,31,1,47.95,0,1,21,0,0,1,1,1,1,0,1,1,98.9,2911.3,0.0,0,1486.45,4397.75,2,1,4050,False,True,False,False,False,False,False
1,71,0,0,94402,23393,3,1,30.25,1,1,28,0,0,0,0,0,0,0,1,1,76.05,231.8,0.0,0,90.75,322.55,1,1,2930,False,True,False,False,False,False,False
1,69,0,0,94520,36186,1,1,33.84,0,1,5,0,0,0,0,0,0,0,1,1,69.75,69.75,0.0,0,33.84,103.59,1,1,5057,False,True,False,False,False,False,False
0,70,0,0,94542,11147,33,1,17.24,1,1,25,0,1,1,1,1,1,1,0,1,110.45,3655.45,0.0,70,568.92,4294.37,1,1,3401,False,True,False,False,False,False,False
1,71,1,0,94559,26894,7,1,42.92,1,1,2,0,0,1,0,1,1,1,1,1,99.25,665.45,0.0,0,300.44,965.89,2,1,2487,False,True,False,False,False,False,False
1,67,0,0,94803,25399,19,1,16.78,1,1,15,0,0,1,0,0,0,0,1,1,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,1,3715,False,True,False,False,False,False,False
1,67,1,0,94901,40239,8,1,26.99,0,1,2,0,0,0,0,1,0,0,1,1,80.45,583.45,0.0,0,215.92,799.37,1,1,3443,False,True,False,False,False,True,False
0,69,0,0,94945,16429,13,1,7.22,1,1,28,1,0,0,0,1,1,0,1,1,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,1,3269,False,True,False,False,False,False,False
1,75,0,0,94970,781,10,1,7.51,0,1,18,0,0,0,0,0,1,0,1,1,79.25,793.55,0.0,0,75.1,868.65,1,1,3856,False,True,False,False,False,False,False
1,67,0,0,95032,24443,5,1,45.72,0,1,6,0,0,0,0,1,1,0,1,1,89.5,477.7,0.0,0,228.6,706.3,2,1,2718,False,True,False,False,False,False,False
1,66,1,0,95039,899,1,1,38.78,1,1,23,0,0,0,0,1,0,0,1,1,86.05,86.05,0.0,0,38.78,124.83,1,1,4843,False,True,False,False,False,False,False
0,67,0,0,95110,18197,10,0,0.0,0,1,4,0,0,0,0,0,1,0,1,1,34.7,329.8,0.0,0,0.0,329.8,1,1,3244,True,False,False,False,False,False,False
1,71,1,0,95126,27023,53,1,21.67,1,1,6,1,0,0,1,0,0,0,0,1,60.05,3229.65,0.0,100,1148.51,4478.16,1,1,5271,False,False,False,True,False,False,False
1,74,1,0,95127,60620,16,1,26.12,0,1,8,0,1,0,0,0,0,0,1,1,74.3,1178.25,0.0,0,417.92,1596.17,1,1,2076,False,True,False,False,False,True,False
0,70,0,0,95207,49965,9,1,17.56,1,1,27,0,0,0,0,0,0,0,1,1,74.55,622.9,33.25,0,158.04,747.6899999999999,1,1,3145,False,True,False,False,False,False,False
1,76,1,0,95222,4264,32,1,43.51,1,1,22,0,0,1,1,1,1,0,1,1,104.9,3351.55,33.73,0,1392.32,4710.14,1,1,3966,False,True,False,False,False,False,False
1,67,1,0,95250,88,1,1,17.36,1,1,29,0,0,0,0,0,0,0,0,1,74.4,74.4,0.0,30,17.36,121.76,3,1,5429,False,True,False,False,False,False,False
1,80,0,0,95303,809,8,1,14.89,0,1,20,0,0,0,0,0,0,0,1,1,69.7,560.85,0.0,0,119.12,679.97,1,1,3068,False,True,False,False,False,False,False
0,67,1,0,95306,986,12,1,30.63,1,1,27,0,1,1,0,1,0,0,1,1,98.1,1060.2,49.06,0,367.56,1378.7,3,1,2709,False,True,False,False,False,False,False
0,68,1,0,95323,1055,4,1,18.91,1,1,20,1,0,0,0,1,1,0,1,1,99.6,347.65,25.79,0,75.64,397.49999999999994,1,1,4708,False,True,False,False,False,False,False
1,69,1,0,95372,1519,70,1,17.45,1,1,20,0,1,1,0,1,1,0,1,1,102.95,7101.5,15.24,0,1221.5,8307.76,1,1,5005,False,True,False,False,False,False,False
0,80,0,0,92027,48690,1,1,28.64,0,1,5,0,0,0,0,0,0,0,1,1,71.0,71.0,0.0,0,28.64,99.64,3,1,5345,False,True,False,False,False,False,False
0,73,1,0,92027,48690,47,1,26.95,0,1,26,0,0,0,0,0,0,0,1,0,70.55,3309.25,26.99,0,1266.65,4548.91,3,1,4457,False,True,False,False,False,False,False
0,73,1,0,95417,176,1,1,37.3,0,1,8,0,0,0,0,0,0,0,1,1,69.25,69.25,0.0,0,37.3,106.55,1,1,4568,False,True,False,False,False,False,False
1,65,0,0,95466,1113,12,1,28.63,0,1,7,0,1,1,1,0,0,0,0,1,83.8,1029.75,44.58,80,343.56,1408.73,1,1,5565,False,False,False,False,False,True,False
1,73,0,0,95468,1352,53,0,0.0,0,1,25,0,1,1,0,1,1,0,1,1,54.45,2854.55,20.16,0,0.0,2834.3900000000003,2,1,6280,True,False,False,False,False,False,False
1,78,1,0,95488,309,41,1,22.56,1,1,15,0,0,1,0,1,1,0,1,1,99.8,4259.3,8.88,0,924.96,5175.38,1,1,4726,False,True,False,False,False,False,False
1,68,0,0,95543,532,5,1,2.27,0,1,17,0,0,0,0,0,0,0,1,1,70.25,331.9,12.48,0,11.35,330.77,2,1,3684,False,True,False,False,False,True,False
1,65,1,0,95587,200,69,1,16.34,1,1,4,0,1,0,0,1,0,0,0,1,89.95,6143.15,6.79,110,1127.46,7373.82,1,1,6363,False,True,False,False,False,False,False
1,67,0,0,95608,58830,14,1,16.32,1,1,11,0,0,0,0,0,0,0,1,1,74.95,1036.75,39.29,0,228.48,1225.94,3,1,2075,False,True,False,False,False,False,False
0,70,0,0,95610,43718,32,1,33.22,0,1,9,0,1,0,0,0,0,0,1,1,74.4,2276.95,44.31,0,1063.04,3295.68,1,1,2091,False,True,False,False,False,False,False
0,69,1,0,95638,1745,50,1,4.6,0,1,24,0,0,0,0,0,0,0,1,1,71.05,3444.85,0.0,0,229.99999999999997,3674.85,3,1,5746,False,False,False,False,False,False,False
0,73,0,0,95658,6096,2,0,0.0,0,1,13,0,0,1,0,0,0,0,1,1,30.4,78.65,0.0,0,0.0,78.65,1,1,4002,True,False,False,False,False,False,False
1,74,0,0,95678,30614,23,1,17.62,1,1,29,0,1,1,0,1,1,0,1,1,106.4,2483.5,0.0,0,405.2600000000001,2888.76,1,1,5507,False,True,False,False,False,False,False
0,78,0,0,95703,1526,2,1,5.49,1,1,25,0,0,0,0,1,0,0,1,1,85.55,187.45,0.0,0,10.98,198.43,3,1,5512,False,True,False,False,False,False,False
1,77,1,0,95814,16599,30,1,6.23,0,1,4,0,1,1,0,0,0,0,1,1,79.65,2365.15,0.0,0,186.9,2552.05,3,1,2174,False,True,False,False,False,True,False
0,70,0,0,95819,15975,1,1,22.92,0,0,0,0,0,0,0,0,0,0,0,1,19.45,19.45,0.0,0,22.92,42.370000000000005,1,1,3848,False,False,True,False,False,False,False
0,78,1,0,95835,854,32,1,48.95,1,1,9,0,0,0,0,1,0,0,1,1,85.95,2628.6,0.0,0,1566.4,4195.0,3,1,2431,False,True,False,False,False,True,False
0,75,0,0,95838,34894,16,1,36.83,0,1,16,0,0,0,1,1,0,0,1,0,59.4,1023.9,0.0,0,589.28,1613.1799999999998,1,1,5556,True,False,False,False,False,False,False
0,75,0,0,95920,303,38,1,47.39,1,1,2,0,0,0,1,1,1,0,1,1,99.55,3734.25,0.0,0,1800.82,5535.07,1,1,3474,False,True,False,False,False,False,False
1,76,0,0,95930,282,2,1,12.96,0,1,20,0,1,1,1,0,1,0,1,1,95.1,180.25,0.0,0,25.92,206.17,3,1,4486,False,True,False,False,False,True,False
1,70,1,0,95971,6189,17,1,9.5,0,1,16,0,0,0,0,0,1,0,1,0,81.5,1329.2,0.0,0,161.5,1490.7,2,1,3443,False,True,False,False,False,False,False
1,67,1,0,95982,3193,3,0,0.0,0,1,20,0,0,0,0,1,0,0,1,1,36.45,93.7,0.0,0,0.0,93.7,1,1,3766,True,False,False,False,False,True,False
0,69,0,0,95984,73,1,0,0.0,0,1,21,0,0,0,0,0,0,0,1,0,25.05,25.05,0.0,0,0.0,25.05,1,1,4842,True,False,False,False,False,True,False
0,70,1,0,96006,615,43,0,0.0,0,1,21,0,1,1,0,1,1,0,1,0,55.55,2342.2,0.0,0,0.0,2342.2,1,1,2573,True,False,False,False,False,True,False
1,74,1,0,96074,263,10,1,46.5,1,1,4,0,0,0,0,0,1,0,1,1,86.65,856.65,0.0,0,465.0,1321.65,1,1,4990,False,False,False,False,False,False,False
0,77,0,0,96080,26438,37,1,41.85,1,1,2,1,1,0,0,1,1,0,1,1,106.75,4056.75,0.0,0,1548.45,5605.2,1,1,5849,False,True,False,False,False,False,False
1,66,1,0,96109,1177,12,1,48.5,1,1,4,0,1,0,0,1,1,0,1,1,101.35,1218.55,0.0,0,582.0,1800.55,1,1,3967,False,True,False,False,False,False,False
1,70,0,0,96125,348,35,1,35.1,1,1,29,0,0,0,0,1,1,0,0,1,95.45,3474.05,0.0,80,1228.5,4782.55,2,1,2080,False,True,False,False,False,False,False
0,68,0,0,96148,678,1,1,45.8,0,1,10,0,0,0,0,0,0,0,1,1,69.6,69.6,0.0,0,45.8,115.4,2,1,2151,False,True,False,False,False,False,False
0,65,0,0,90007,45025,1,1,18.37,0,1,13,0,0,0,0,1,0,0,1,0,78.45,78.45,0.0,0,18.37,96.82,1,1,2139,False,True,False,False,False,False,False
0,76,0,0,92121,4258,9,1,12.91,1,1,21,0,0,0,0,0,1,0,1,1,84.45,762.5,0.0,0,116.19,878.69,3,1,3543,False,True,False,False,False,False,False
1,73,0,0,90024,44150,38,1,5.75,0,1,30,0,1,1,1,1,0,0,1,1,70.15,2497.35,0.0,0,218.5,2715.85,3,1,2645,False,False,False,True,False,True,False
1,70,0,0,90028,30568,51,1,19.49,1,1,11,0,0,1,0,1,1,0,1,1,97.8,4913.3,0.0,0,993.99,5907.29,2,1,6204,False,True,False,False,False,False,False
0,68,0,0,90039,29310,5,1,41.83,1,1,25,0,0,0,0,1,0,0,1,1,83.15,446.05,0.0,0,209.15,655.2,3,1,2516,False,True,False,False,False,True,False
0,77,0,0,90230,31963,2,1,23.46,1,1,25,0,0,0,0,0,0,0,1,1,75.45,158.4,0.0,0,46.92,205.32,3,1,3350,False,True,False,False,False,True,False
0,73,0,0,90232,15195,2,1,25.74,0,1,6,1,1,0,0,0,0,0,1,0,54.85,104.2,0.0,0,51.48,155.68,1,1,3016,True,False,False,False,False,True,False
1,71,1,0,90248,9960,1,1,4.89,1,1,11,0,0,0,0,1,1,0,1,1,95.1,95.1,0.0,0,4.89,99.99,1,1,5795,False,True,False,False,False,False,False
1,69,1,0,90501,40705,53,1,7.94,1,1,6,0,1,0,0,1,1,0,1,1,101.9,5549.4,0.0,0,420.82,5970.219999999999,1,1,5884,False,True,False,False,False,False,False
1,80,1,0,90640,62425,51,1,22.14,1,1,30,1,0,1,0,1,0,0,1,1,93.8,4750.95,0.0,0,1129.14,5880.09,1,1,4788,False,True,False,False,False,False,False
1,66,1,0,90713,27563,72,1,6.03,1,1,2,0,1,1,0,1,1,0,1,1,104.15,7689.95,0.0,0,434.16,8124.11,3,1,5925,False,True,False,False,True,False,False
1,79,0,0,91007,30933,5,1,4.59,0,1,11,0,0,0,0,1,1,0,1,1,91.4,449.75,0.0,0,22.95,472.7,1,1,2834,False,True,False,False,False,False,False
1,80,0,0,91304,49242,1,1,28.49,1,1,18,0,0,0,0,0,0,0,1,1,75.35,75.35,0.0,0,28.49,103.84,3,1,4403,False,True,False,False,False,False,False
0,78,0,0,91381,9937,11,1,4.1,1,1,5,0,0,0,0,0,1,0,1,1,84.8,906.85,0.0,0,45.099999999999994,951.95,2,1,5118,False,True,False,False,False,True,False
0,67,1,0,91384,22177,50,1,31.56,1,1,4,0,1,1,0,1,0,0,0,1,95.05,4888.7,0.0,50,1578.0,6516.7,3,1,5863,False,True,False,False,False,False,False
1,73,0,0,91401,40376,5,1,18.69,0,1,28,0,0,1,0,0,0,0,1,0,50.35,237.25,0.0,0,93.45,330.7,1,1,4618,True,False,False,False,False,False,False
1,75,0,0,91605,57146,5,1,36.36,1,1,12,0,1,0,0,0,1,0,1,1,89.8,502.6,0.0,0,181.8,684.4000000000001,1,1,2960,False,True,False,False,False,False,False
1,67,0,0,91790,44099,9,1,10.66,1,1,15,0,1,0,0,1,1,0,1,1,99.45,919.4,0.0,0,95.94,1015.34,1,1,2313,False,True,False,False,False,True,False
0,75,0,0,91906,3133,2,1,9.55,0,1,28,0,0,0,0,0,0,0,1,1,70.2,115.95,0.0,0,19.1,135.05,1,1,2767,False,True,False,False,False,False,False
1,80,1,0,91915,9278,51,1,43.58,1,1,22,0,1,1,0,0,0,0,1,1,84.2,4146.05,0.0,0,2222.58,6368.63,2,1,6245,False,False,False,False,False,False,False
1,72,1,0,91978,7863,26,1,1.26,1,1,18,0,1,1,0,1,1,1,0,0,105.75,2710.25,0.0,90,32.76,2833.01,1,1,3157,False,True,False,False,False,False,False
0,70,1,0,92003,3849,18,0,0.0,0,1,12,0,0,1,0,1,1,1,1,1,48.35,810.7,0.0,0,0.0,810.7,2,1,2167,True,False,False,False,False,False,False
0,73,1,0,92029,17944,1,1,24.24,0,1,9,1,0,0,0,0,0,0,1,1,49.55,49.55,0.0,0,24.24,73.78999999999999,1,1,4989,False,False,False,False,False,False,False
0,75,1,0,92059,1831,2,1,6.86,0,1,20,0,1,0,0,0,0,0,1,0,50.15,115.1,0.0,0,13.72,128.82,1,1,5461,True,False,False,False,False,True,False
1,70,1,0,92061,2615,29,1,35.38,1,1,21,0,1,1,0,0,1,1,0,1,95.9,2745.2,0.0,50,1026.02,3821.22,3,1,2151,False,True,False,False,False,False,False
0,77,0,0,92084,44692,1,0,0.0,0,1,15,0,0,0,0,0,0,0,1,0,25.25,25.25,0.0,0,0.0,25.25,2,1,4628,True,False,False,False,False,False,False
1,80,1,0,92129,47224,46,1,5.36,1,1,22,0,0,1,0,1,1,0,1,1,101.0,4680.05,0.0,0,246.56,4926.610000000001,1,1,2436,False,True,False,False,False,False,False
0,78,0,0,92210,3873,1,1,24.75,0,1,22,0,0,0,0,0,0,0,0,1,71.15,71.15,0.0,20,24.75,115.9,3,1,5287,False,True,False,False,False,False,False
0,69,0,0,92241,5529,20,1,11.82,1,1,5,1,0,0,0,0,0,0,1,1,79.15,1520.9,0.0,0,236.4,1757.3000000000002,1,1,4997,False,True,False,False,False,False,False
1,71,1,0,92258,732,46,1,48.62,0,1,3,0,0,0,0,0,1,0,0,1,80.4,3605.2,0.0,20,2236.52,5861.719999999999,3,1,4876,False,True,False,False,False,False,False
1,70,0,0,92325,10484,2,1,25.19,1,1,14,0,0,0,0,1,1,0,1,1,93.85,196.75,0.0,0,50.38,247.13,1,1,4998,False,True,False,False,False,False,False
0,66,0,0,92356,5256,1,1,26.22,0,1,22,1,0,1,0,0,0,0,1,1,55.8,55.8,0.0,0,26.22,82.02,1,1,5527,False,False,False,False,False,False,False
1,77,0,0,92373,31230,41,1,42.06,1,1,21,0,0,1,0,1,1,0,1,1,98.4,4187.75,0.0,0,1724.46,5912.21,1,1,2169,False,True,False,False,False,False,False
1,71,1,0,92382,5395,66,1,30.03,1,1,15,1,1,1,1,1,0,0,0,0,79.4,5154.6,0.0,150,1981.98,7286.58,1,1,5910,True,False,False,False,True,True,False
1,68,0,0,92394,12083,35,1,39.69,1,1,25,0,0,1,0,1,1,0,1,1,101.4,3496.3,0.0,0,1389.15,4885.45,3,1,3689,False,True,False,False,False,False,False
1,71,1,0,92397,4253,10,1,16.88,1,1,24,0,0,1,0,0,1,0,1,1,89.8,914.3,0.0,0,168.79999999999998,1083.1,2,1,5124,False,True,False,False,False,False,False
0,79,0,0,92408,12149,26,1,34.69,0,1,27,0,0,0,0,1,1,0,1,1,91.25,2351.8,0.0,0,901.94,3253.74,3,1,5154,False,True,False,False,False,False,False
0,80,0,0,92508,17147,18,1,2.36,1,1,21,0,1,0,1,0,0,0,1,1,85.45,1505.85,0.0,0,42.48,1548.33,1,1,5145,False,True,False,False,False,False,False
1,65,0,0,92532,4546,1,1,28.46,0,1,12,0,0,0,0,0,0,0,1,1,71.65,71.65,0.0,0,28.46,100.11,2,1,5674,False,True,False,False,False,False,False
0,70,0,0,92570,36817,1,1,48.95,1,1,23,0,0,0,0,0,0,0,1,1,74.2,74.2,0.0,0,48.95,123.15,2,1,4684,False,True,False,False,False,False,False
1,68,1,0,92590,3070,43,1,31.25,1,1,20,0,1,0,0,1,1,0,0,1,101.0,4388.4,0.0,150,1343.75,5882.15,1,1,3123,False,True,False,False,False,False,False
1,80,1,0,92592,46171,25,1,33.63,1,1,25,1,0,0,0,0,1,0,1,1,89.05,2177.45,0.0,0,840.7500000000001,3018.2,1,1,2673,False,True,False,True,False,False,False
1,77,1,0,92620,26419,36,1,16.61,1,1,3,0,1,0,0,1,1,0,1,1,96.5,3436.1,0.0,0,597.96,4034.06,3,1,4652,False,True,False,False,False,False,False
1,65,1,0,92625,13422,1,1,49.6,0,1,13,0,0,0,0,0,0,0,1,0,70.85,70.85,0.0,0,49.6,120.45,2,1,3022,False,True,False,False,False,True,False
1,66,1,0,92705,44117,41,1,45.04,1,1,29,0,1,1,1,1,1,0,1,1,111.95,4534.9,0.0,0,1846.64,6381.539999999999,2,1,3711,False,False,False,True,False,False,False
1,70,0,0,93010,42853,1,1,16.19,0,1,12,0,0,0,0,0,0,0,1,0,69.1,69.1,0.0,0,16.19,85.28999999999999,3,1,2767,False,True,False,False,False,False,False
0,69,0,0,93066,2966,2,1,43.96,1,1,14,0,0,1,0,0,0,0,1,1,78.55,149.55,0.0,0,87.92,237.47000000000003,2,1,5203,False,True,False,False,False,False,False
1,66,0,0,93210,18036,49,1,32.36,1,1,2,0,0,0,0,1,1,0,1,1,96.2,4718.25,0.0,0,1585.64,6303.889999999999,2,1,5904,False,True,False,False,False,False,False
0,75,0,0,93218,823,6,1,8.91,0,1,27,0,0,1,0,0,0,0,0,0,74.4,434.1,0.0,20,53.46,507.56,1,1,3964,False,True,False,False,False,False,False
0,75,1,0,93234,6918,7,1,21.43,1,1,12,0,0,0,0,0,1,0,1,1,84.55,646.85,0.0,0,150.01,796.86,1,1,5245,False,True,False,False,False,False,False
0,67,0,0,93251,302,20,1,29.29,1,1,15,0,0,0,0,0,1,1,1,1,85.8,1727.5,0.0,0,585.8,2313.3,1,1,3336,False,True,False,False,False,True,False
0,75,1,0,93277,44741,54,1,33.49,1,1,8,0,1,0,0,1,1,1,1,1,101.5,5373.1,0.0,0,1808.46,7181.56,2,1,6405,False,True,False,True,False,True,False
0,74,0,0,93287,88,2,1,15.32,0,1,21,0,0,0,0,0,0,0,1,1,69.6,131.65,0.0,0,30.64,162.29000000000002,3,1,4596,False,True,False,False,False,False,False
0,74,0,0,93516,2241,30,0,0.0,0,1,7,0,0,1,0,1,0,0,0,1,40.3,1172.95,0.0,100,0.0,1272.95,2,1,3016,False,False,False,False,False,False,False
1,67,1,0,93551,34045,58,1,3.18,1,1,5,0,0,1,0,1,1,1,1,1,98.7,5812.6,0.0,0,184.44,5997.04,1,1,4662,False,True,False,False,False,False,False
0,74,1,0,93591,6787,68,1,21.33,1,1,24,0,1,0,0,1,1,1,1,1,100.2,6851.65,0.0,0,1450.4399999999998,8302.09,1,1,4481,False,False,False,False,False,False,False
0,69,1,0,93627,152,24,1,13.38,1,1,12,0,0,0,0,1,1,1,1,1,93.55,2264.05,0.0,0,321.12,2585.17,2,1,4937,False,True,False,False,False,False,False
1,70,1,0,93648,12587,27,1,39.49,1,1,7,0,1,1,0,0,1,1,1,1,95.55,2510.2,0.0,0,1066.23,3576.43,1,1,2999,False,True,False,False,False,False,False
0,79,0,0,94014,47453,2,0,0.0,0,1,11,0,0,0,0,0,0,0,1,0,24.35,41.85,0.0,0,0.0,41.85,1,1,3278,True,False,False,False,False,False,False
0,76,0,0,94019,17929,29,1,20.98,1,1,16,0,0,0,1,1,1,0,1,0,98.65,2862.75,0.0,0,608.42,3471.17,1,1,4235,False,True,False,False,False,False,False
1,78,1,0,94021,148,5,1,6.66,1,1,14,0,0,1,0,0,0,0,0,1,79.9,343.95,0.0,20,33.3,397.25,2,1,4324,False,True,False,False,False,False,False
0,79,0,0,94027,6876,28,1,28.14,1,1,10,0,0,1,1,1,1,0,1,1,103.3,2890.65,0.0,0,787.9200000000001,3678.57,2,1,4136,False,True,False,False,False,False,False
1,73,0,0,94104,384,24,1,3.23,1,1,26,0,1,1,0,1,1,0,1,1,102.95,2496.7,0.0,0,77.52,2574.22,3,1,5245,False,True,False,False,False,True,False
0,74,1,0,94519,18650,43,1,8.75,1,1,13,1,0,1,1,1,1,0,1,1,109.55,4830.25,0.0,0,376.25,5206.5,2,1,5863,False,True,False,True,False,True,False
1,73,0,0,94525,3193,2,1,5.57,0,1,24,1,0,1,0,1,0,0,1,0,66.4,94.55,0.0,0,11.14,105.69,1,1,4522,False,False,False,False,False,False,False
1,71,1,0,94533,77683,66,1,49.85,1,1,14,0,0,0,1,1,1,0,1,1,100.05,6871.9,0.0,0,3290.1,10162.0,2,1,4512,False,True,False,False,False,True,False
0,68,1,0,94564,16717,66,1,27.75,1,1,11,0,0,1,1,1,1,0,1,1,105.95,6975.25,0.0,0,1831.5,8806.75,2,1,6117,False,True,False,True,False,True,False
0,70,0,0,94569,173,31,1,15.43,1,1,2,0,0,0,0,0,0,0,1,1,73.9,2217.15,0.0,0,478.33,2695.48,1,1,2560,False,True,False,False,False,False,False
0,66,0,0,94590,37218,37,1,3.3,1,1,2,0,0,0,0,1,1,0,1,1,96.55,3580.3,0.0,0,122.1,3702.4,2,1,4448,False,True,False,False,False,False,False
1,65,0,0,94601,54876,24,1,28.98,1,1,30,0,1,0,0,1,1,1,1,1,101.25,2440.15,0.0,0,695.52,3135.67,3,1,4287,False,True,False,False,False,False,False
1,78,0,0,94806,55720,2,1,43.66,0,1,25,0,0,0,0,0,0,0,1,1,44.15,92.65,0.0,0,87.32,179.97,2,1,5655,True,False,False,False,False,False,False
0,74,0,0,94903,28403,8,1,13.8,1,1,6,0,0,0,0,0,0,0,1,1,75.75,606.25,0.0,0,110.4,716.65,3,1,4174,False,True,False,False,False,False,False
1,78,1,0,94925,9038,1,1,17.51,1,1,21,1,0,0,0,0,0,0,1,1,80.3,80.3,0.0,0,17.51,97.81,1,1,4138,False,True,False,False,False,False,False
0,79,0,0,94956,1885,9,1,43.34,0,1,2,0,0,0,0,1,0,0,1,1,80.85,751.65,0.0,0,390.06000000000006,1141.71,2,1,5242,False,True,False,False,False,False,False
0,76,0,0,95006,10520,49,1,44.88,1,1,15,0,0,1,0,0,1,0,1,1,90.85,4515.85,0.0,0,2199.1200000000003,6714.970000000001,2,1,5651,False,True,False,False,False,True,False
1,67,0,0,95037,41707,1,0,0.0,0,1,9,0,0,0,0,0,0,0,1,1,25.1,25.1,0.0,0,0.0,25.1,3,1,5437,False,False,False,False,False,False,False
0,80,0,0,95110,18197,17,1,30.37,0,1,28,0,1,1,0,1,0,0,1,1,89.15,1496.9,0.0,0,516.29,2013.19,1,1,5082,False,True,False,False,False,False,False
1,77,0,0,95206,49657,3,1,2.98,0,1,3,0,0,0,0,1,0,0,1,1,79.9,260.9,0.0,0,8.94,269.84,2,1,4367,False,True,False,False,False,False,False
0,73,0,0,95209,30814,30,1,43.61,1,1,8,0,1,0,0,1,1,0,0,1,99.7,2967.35,0.0,80,1308.3,4355.65,1,1,3548,False,True,False,False,False,False,False
1,74,1,0,95247,4353,41,1,45.84,1,1,18,1,0,1,0,0,0,0,1,1,83.75,3273.55,0.0,0,1879.44,5152.99,1,1,4995,False,True,False,False,False,False,False
0,76,1,0,95313,1508,42,1,2.9,0,1,21,1,0,0,0,0,0,0,1,1,74.15,3229.4,0.0,0,121.8,3351.2000000000003,1,1,2322,False,True,False,False,False,True,False
0,78,1,0,95348,23100,72,1,25.77,1,1,6,1,1,1,1,1,1,0,1,0,92.45,6440.25,0.0,0,1855.44,8295.69,1,1,5697,True,False,False,False,True,True,False
0,78,1,0,95355,47613,11,1,1.28,1,1,14,0,0,1,0,1,1,0,1,1,99.55,1131.2,0.0,0,14.08,1145.28,3,1,3172,False,True,False,False,False,False,False
1,66,0,0,95356,26055,8,1,5.02,1,1,26,0,0,1,0,0,0,0,1,1,81.25,585.95,0.0,0,40.16,626.11,1,1,3812,False,True,False,False,False,False,False
0,69,0,0,95388,11463,1,1,22.56,1,1,2,0,0,0,0,0,0,0,1,0,50.55,50.55,0.0,0,22.56,73.11,1,1,3357,False,False,False,False,False,True,False
